x,y
3.305472926283317,2.655055852946122
3.3054729307114457,2.655055854631361
3.305472936487292,2.6550558560950797
3.30547293962864,2.6550558557803754
3.3054729393741047,2.655055853833828
3.305472938821433,2.6550558523017727
3.30547292169631,2.655055843140995
3.3054729005807126,2.655055831537397
3.305472817202911,2.6550557889617004
3.3054727492570706,2.6550557536624764
3.3054726918015183,2.655055722235687
3.305472639364922,2.655055691586418
3.3054725887740117,2.6550556599975828
3.3054725380066055,2.655055626398637
3.305472485654241,2.6550555900276156
3.305472430655016,2.6550555502648447
3.3054723721509944,2.6550555065436905
3.3054723094083336,2.6550554582984836
3.3054722417677853,2.655055404929216
3.305472168612837,2.6550553457749633
3.305472089347204,2.655055280090957
3.305472003377009,2.655055207026375
3.305471910094902,2.6550551256010912
3.3054718088639325,2.6550550346797217
3.3054716989991766,2.6550549329412876
3.3054715797509475,2.655054818846703
3.305471450277135,2.6550546905940147
3.3054713096127744,2.6550545460653394
3.305471156628647,2.655054382756381
3.305470989974087,2.6550541976793562
3.3054707575566575,2.6550539502562165
3.3054704656278373,2.655053640706031
3.305470143386677,2.6550532859572913
3.3054697865574654,2.6550528773621354
3.3054693889246347,2.6550524026750164
3.3054729488002597,2.6550558486598814
3.3054729436639407,2.6550558419368424
3.305472937616457,2.655055833609176
3.305472930150122,2.6550558227968506
3.305472920327122,2.6550558078972673
3.3054729067664295,2.655055786355218
3.3054728868482077,2.6550557533962573
3.3054728558251805,2.6550557002632127
3.305472804933165,2.6550556105782865
3.305472717296517,2.6550554523862737
3.305472555599144,2.655055154056721
3.305472192045385,2.6550544673063206
3.3054706352700944,2.655051461589916
3.305454944066439,2.65502076160383
3.305144403589959,2.654410324459696
3.2579134819311117,2.5615802359950384
3.206068162632894,2.459680218236393
3.1562026822850258,2.361672429139981
3.1082191939474337,2.2673627635192477
3.0620129688993036,2.176545718244778
3.017486568657615,2.0890313189620895
2.974550315705875,2.004642422011574
2.9331205615325433,1.9232145762055592
2.893119364933257,1.8445946295060782
2.8544740333301246,1.7686398236867682
2.8171166485680352,1.6952169455255237
2.7809875167031275,1.6242013140519043
2.746021149589649,1.5554764080673023
2.7121647991345306,1.4889332567346878
2.6793663575231554,1.4244696262477898
2.647576196359552,1.361989928039779
2.616717029475875,1.3014193799615947
2.582545515185636,1.2447310550741129
2.5420546162473676,1.1932982012033118
2.502737732383337,1.1433560505121232
2.464543270113362,1.0948412514403958
2.4274246121673597,1.0476930791436094
2.391337057800011,1.0018545866694344
2.356238162864988,0.957271910172417
2.32208774904544,0.913894033764352
2.2888475502870076,0.8716723873534004
2.2564800669357763,0.8305595791701317
2.2249592015009276,0.7905211193806063
2.194071337437562,0.7513139852025413
2.157984522798722,0.7064243335514666
2.1215810379898095,0.6612969234614282
2.08608144222091,0.6172892960346724
2.0514455140502976,0.5743526046679169
2.0176438909298176,0.532450212658528
1.9846470199548658,0.49154545058538307
1.9524265326176289,0.4516031407046537
1.9209553441670058,0.41258971787918813
1.890207625681924,0.37447315522569263
1.8601587146431726,0.3372228797404927
1.8307850467919793,0.30080969476656055
1.802064072916447,0.2652057120015691
1.7739742270629084,0.23038427723149732
1.7464946984317813,0.19631997832868178
1.7196031269043586,0.1629896783756027
1.6931787403582104,0.13041997853334328
1.6170368818717542,0.12309425080765142
1.5390978558643433,0.11757382777470878
1.4627635023000014,0.11216722144125416
1.3401468182016791,0.09984432028832559
1.0276326447588044,0.062301175971535935
0.1904603777903172,0.014817174210804973
